x;Daizen Maeda;Delantero;x;x;Japan;x
x;Takuma Asano;Delantero;x;x;Japan;x
x;Ayase Ueda;Delantero;x;x;Japan;x
x;Shuto Machino;Delantero;x;x;Japan;x
x;DT Hajime Moriyasu;DT;x;x;Japan;x
x;Kim Seung-gyu;Portero;x;x;Korea Republic;x
x;Jo Hyeon-woo;Portero;x;x;Korea Republic;x
x;Song Bum-keun;Portero;x;x;Korea Republic;x
x;Kim Young-gwon;Defensor;x;x;Korea Republic;x
x;Kim Jin-su;Defensor;x;x;Korea Republic;x
x;Hong Chul;Defensor;x;x;Korea Republic;x
x;Kim Min-jae;Defensor;x;x;Korea Republic;x
x;Kwon Kyung-won;Defensor;x;x;Korea Republic;x
x;Kim Moon-hwan;Defensor;x;x;Korea Republic;x
x;Kim Tae-hwan;Defensor;x;x;Korea Republic;x
x;Cho Yu-min;Defensor;x;x;Korea Republic;x
x;Yoon Jong-gyu;Defensor;x;x;Korea Republic;x
x;Son Heung-min;Mediocampista;x;x;Korea Republic;x
x;Jung Woo-young;Mediocampista;x;x;Korea Republic;x
x;Lee Jae-sung;Mediocampista;x;x;Korea Republic;x
x;Hwang Hee-chan;Mediocampista;x;x;Korea Republic;x
x;Kwon Chang-hoon;Mediocampista;x;x;Korea Republic;x
x;Hwang In-beom;Mediocampista;x;x;Korea Republic;x
x;Na Sang-ho;Mediocampista;x;x;Korea Republic;x
x;Son Jun-ho;Mediocampista;x;x;Korea Republic;x
x;Paik Seung-ho;Mediocampista;x;x;Korea Republic;x
x;Song Min-kyu;Mediocampista;x;x;Korea Republic;x
x;Jeong Woo-yeong;Mediocampista;x;x;Korea Republic;x
x;Lee Kang-in;Mediocampista;x;x;Korea Republic;x
x;Hwang Ui-jo;Delantero;x;x;Korea Republic;x
x;Cho Gue-sung;Delantero;x;x;Korea Republic;x
x;DT Jorge Gomes Bento;DT;x;x;Korea Republic;x
x;Guillermo Ochoa;Portero;x;x;Mexico;x
x;Alfredo Talavera;Portero;x;x;Mexico;x
x;Rodolfo Cota;Portero;x;x;Mexico;x
x;Kevin Álvarez;Defensa;x;x;Mexico;x
x;Néstor Araujo;Defensa;x;x;Mexico;x
x;Jesús Gallardo;Defensa;x;x;Mexico;x
x;Héctor Moreno;Defensa;x;x;Mexico;x
x;César Montes;Defensa;x;x;Mexico;x
x;Gerardo Arteaga;Defensa;x;x;Mexico;x
x;Jorge Sánchez;Defensa;x;x;Mexico;x
x;Johan Vásquez;Defensa;x;x;Mexico;x
x;Luis Romo;Mediocampista;x;x;Mexico;x
x;Uriel Antuna;Mediocampista;x;x;Mexico;x
x;Luis Chávez;Mediocampista;x;x;Mexico;x
x;Carlos Rodríguez;Mediocampista;x;x;Mexico;x
x;Edson Álvarez;Mediocampista;x;x;Mexico;x
x;Héctor Herrera;Mediocampista;x;x;Mexico;x
x;Erik Gutiérrez;Mediocampista;x;x;Mexico;x
x;Orbelín Pineda;Mediocampista;x;x;Mexico;x
x;Roberto Alvarado;Mediocampista;x;x;Mexico;x
x;Andrés Guardado;Mediocampista;x;x;Mexico;x
x;Rogelio Funes Mori;Delantero;x;x;Mexico;x
x;Henry Martín;Delantero;x;x;Mexico;x
x;Raúl Jiménez;Delantero;x;x;Mexico;x
x;Hirving Lozano;Delantero;x;x;Mexico;x
x;Alexis Vega;Delantero;x;x;Mexico;x
x;DT  Daniel Martino;DT;x;x;Mexico;x
x;Diogo Costa;Portero;x;x;Portugal;x
x;Rui Patrício;Portero;x;x;Portugal;x
x;José Sá;Portero;x;x;Portugal;x
x;Joao Cancelo;Defensor;x;x;Portugal;x
x;Diogo Dalot;Defensor;x;x;Portugal;x
x;Pepe;Defensor;x;x;Portugal;x
x;Rúben Dias;Defensor;x;x;Portugal;x
x;Danilo Pereira;Defensor;x;x;Portugal;x
x;António Silva;Defensor;x;x;Portugal;x
x;Nuno Mendes;Defensor;x;x;Portugal;x
x;Raphael Guerreiro;Defensor;x;x;Portugal;x
x;William Carvalho;Mediocampista;x;x;Portugal;x
x;Rúben Neves;Mediocampista;x;x;Portugal;x
x;Palhinha;Mediocampista;x;x;Portugal;x
x;Bruno Fernandes;Mediocampista;x;x;Portugal;x
x;Vitinha;Mediocampista;x;x;Portugal;x
x;Otávio;Mediocampista;x;x;Portugal;x
x;Matheus Nunes;Mediocampista;x;x;Portugal;x
x;Bernardo Silva;Mediocampista;x;x;Portugal;x
x;Joao Mario;Mediocampista;x;x;Portugal;x
x;Cristiano Ronaldo;Delantero;x;x;Portugal;x
x;Joao Félix;Delantero;x;x;Portugal;x
x;Rafael Leao;Delantero;x;x;Portugal;x
x;Ricardo Horta;Delantero;x;x;Portugal;x
x;André Silva;Delantero;x;x;Portugal;x
x;Gonzalo Ramos;Delantero;x;x;Portugal;x
x;DT Fernando Costa;DT;x;x;Portugal;x
x;Saad Al Sheeb;Portero;x;x;Qatar;x
x;Meshaal Barsham;Portero;x;x;Qatar;x
x;Yousuf Hassan;Portero;x;x;Qatar;x
x;Pedro Miguel;Defensor;x;x;Qatar;x
x;Musaab Khidir;Defensor;x;x;Qatar;x
x;Tarek Salman;Defensor;x;x;Qatar;x
x;Bassam Al Rawi;Defensor;x;x;Qatar;x
x;Khoukhi Boualem;Defensor;x;x;Qatar;x
x;Abdelkarim Hassan;Defensor;x;x;Qatar;x
x;Homam Al Amin;Defensor;x;x;Qatar;x
x;Jassim Jabir;Defensor;x;x;Qatar;x
x;Ismaeel Mohammad;Mediocampista;x;x;Qatar;x
x;Ali Asad;Mediocampista;x;x;Qatar;x
x;Mohammed Waad;Mediocampista;x;x;Qatar;x
x;Salem Al Hajri;Mediocampista;x;x;Qatar;x
x;Assim Madibo;Mediocampista;x;x;Qatar;x
x;Mustafa Meshaal;Mediocampista;x;x;Qatar;x
x;Karim Boudiaf;Mediocampista;x;x;Qatar;x
x;Abdulaziz Hatim;Mediocampista;x;x;Qatar;x
x;Naif Al Hadhrami;Delantero;x;x;Qatar;x
x;Hassan Al Haydos;Delantero;x;x;Qatar;x
x;Akram Afif;Delantero;x;x;Qatar;x
x;Almoez Ali;Delantero;x;x;Qatar;x
x;Mohammed Muntari;Delantero;x;x;Qatar;x
x;Ahmed Alaa;Delantero;x;x;Qatar;x
x;Khalid Muneer;Delantero;x;x;Qatar;x
x;DT Félix Sánchez ;DT;x;x;Qatar;x
x;Unai Simón;Portero;x;x;Spain;x
x;Robert Sánchez;Portero;x;x;Spain;x
x;David Raya;Portero;x;x;Spain;x
x;Jordi Alba;Defensor;x;x;Spain;x
x;Daniel Carvajal;Defensor;x;x;Spain;x
x;Eric García;Defensor;x;x;Spain;x
x;Aymeric Laporte;Defensor;x;x;Spain;x
x;César Azpilicueta;Defensor;x;x;Spain;x
x;Pau Torres;Defensor;x;x;Spain;x
x;Alejandro Balde;Defensor;x;x;Spain;x
x;Hugo Guillamón;Defensor;x;x;Spain;x
x;Pedri;Mediocampista;x;x;Spain;x
x;Gavi;Mediocampista;x;x;Spain;x
x;Sergio Busquets;Mediocampista;x;x;Spain;x
x;Rodri;Mediocampista;x;x;Spain;x
x;Marcos Llorente;Mediocampista;x;x;Spain;x
x;Koke;Mediocampista;x;x;Spain;x
x;Carlos Soler;Mediocampista;x;x;Spain;x
x;Nico Williams;Delantero ;x;x;Spain;x
x;Yéremy Pino;Delantero;x;x;Spain;x
x;Ansu Fati;Delantero;x;x;Spain;x
x;Ferran Torres;Delantero;x;x;Spain;x
x;Marco Asensio;Delantero;x;x;Spain;x
x;Álvaro Morata;Delantero;x;x;Spain;x
x;Dani Olmo;Delantero;x;x;Spain;x
x;Pablo Sarabia;Delantero;x;x;Spain;x
x;DT Luis Enrique;DT;x;x;Spain;x
x;Fernando Muslera ;Portero;x;x;Uruguay;x
x;Sergio Rochet;Portero;x;x;Uruguay;x
x;Sebastián Sosa;Portero;x;x;Uruguay;x
x;Ronald Araújo;Defensor;x;x;Uruguay;x
x;José M. Giménez;Defensor;x;x;Uruguay;x
x;Sebastián Coates;Defensor;x;x;Uruguay;x
x;Diego Godín;Defensor;x;x;Uruguay;x
x;Martín Cáceres;Defensor;x;x;Uruguay;x
x;Guillermo Varela;Defensor;x;x;Uruguay;x
x;José L. Rodríguez;Defensor;x;x;Uruguay;x
x;Mathias Olivera;Defensor;x;x;Uruguay;x
x;Matías Viña;Defensor;x;x;Uruguay;x
x;Lucas Torreira;Mediocampista;x;x;Uruguay;x
x;Manuel Ugarte;Mediocampista;x;x;Uruguay;x
x;Matías Vecino;Mediocampista;x;x;Uruguay;x
x;Rodrigo Bentancur;Mediocampista;x;x;Uruguay;x
x;Federico Valverde;Mediocampista;x;x;Uruguay;x
x;Facundo Pellistri;Mediocampista;x;x;Uruguay;x
x;Agustín Canobbio;Mediocampista;x;x;Uruguay;x
x;Nicolás De la Cruz;Mediocampista;x;x;Uruguay;x
x;Giorgian De Arrascaeta;Mediocampista;x;x;Uruguay;x
x;Maximiliano Gómez;Delantero;x;x;Uruguay;x
x;Facundo Torres;Delantero;x;x;Uruguay;x
x;Luis Suárez;Delantero;x;x;Uruguay;x
x;Edinson Cavani;Delantero;x;x;Uruguay;x
x;Darwin Núñez;Delantero;x;x;Uruguay;x
x;DT Diego Alonso;DT;x;x;Uruguay;x
x;Wayne Hennessey;Portero;x;x;Wales;x
x;Danny Ward;Portero;x;x;Wales;x
x;Adam Davies;Portero;x;x;Wales;x
x;Ben Davies;Defensor;x;x;Wales;x
x;Ben Cabango;Defensor;x;x;Wales;x
x;Tom Lockyer;Defensor;x;x;Wales;x
x;Joe Rodon;Defensor;x;x;Wales;x
x;Chris Mepham;Defensor;x;x;Wales;x
x;Ethan Ampadu;Defensor;x;x;Wales;x
x;Chris Gunter;Defensor;x;x;Wales;x
x;Neco Williams;Defensor;x;x;Wales;x
x;Connor Roberts;Defensor;x;x;Wales;x
x;Joe Allen;Volante;x;x;Wales;x
x;Matt Smith;Volante;x;x;Wales;x
x;Dylan Levitt;Volante;x;x;Wales;x
x;Joe Morrell;Volante;x;x;Wales;x
x;Jonny Williams;Volante;x;x;Wales;x
x;Aaron Ramsey;Volante;x;x;Wales;x
x;Harry Wilson;Volante;x;x;Wales;x
x;Rubin Colwill;Delantero;x;x;Wales;x
x;Sorba Thomas;Delantero;x;x;Wales;x
x;Gareth Bale;Delantero;x;x;Wales;x
x;Kieffer Moore;Delantero;x;x;Wales;x
x;Mark Harris;Delantero;x;x;Wales;x
x;Brennan Johnson;Delantero;x;x;Wales;x
x;Dan James;Delantero;x;x;Wales;x
x;DT Robert  Pages;DT;x;x;Wales;x
